id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
3907,2021,Odisha,21,Koraput,363,Koraput,0,0,0,0,1,0,145,174,0,,0,0,0,0,0,0,0,0,40,0,4,0,412,0,22,0,0,0,0,0,0,0,0,6,3,87,5,0,0,0,0,0
3908,2021,Odisha,21,Malkangiri,364,Malkangiri,0,1,0,0,0,0,136,123,0,,0,0,0,0,0,10,0,0,27,0,3,0,201,0,9,0,0,0,0,0,0,1,0,12,3,31,12,0,0,0,0,0
3909,2021,Odisha,21,Mayurbhanj,365,Mayurbhanj,2,2,0,0,1,0,368,373,0,,0,0,0,0,0,2,0,0,140,0,10,0,651,0,53,0,0,0,0,0,0,0,0,17,24,121,10,14,3,1,0,2
3910,2021,Odisha,21,Nayagarh,367,Nayagarh,2,6,0,0,0,0,63,83,0,,0,0,0,0,0,0,0,0,11,0,5,0,264,0,1,0,0,0,0,0,0,2,0,5,2,41,2,0,0,0,0,0
3911,2021,Odisha,21,Nabarangpur,366,Nabarangpur,0,2,3,0,0,0,146,94,0,,69,0,0,0,3,3,0,0,38,0,3,0,282,0,21,0,0,0,0,0,0,0,0,6,15,103,27,0,0,0,0,0
3912,2021,Odisha,21,Nuapada,368,Nuapada,0,0,0,0,0,0,42,80,0,,0,0,0,0,0,0,0,0,11,0,1,0,169,0,5,0,0,0,0,0,0,0,0,1,1,15,4,0,0,0,0,0
3913,2021,Odisha,21,Puri,369,Puri,0,17,0,0,0,0,146,224,0,,0,0,0,0,0,2,0,0,45,0,10,0,1280,0,50,0,0,0,0,0,0,2,0,7,29,47,34,0,0,0,0,0
3914,2021,Odisha,21,Rayagada,370,Rayagada,0,6,2,1,0,0,88,76,0,,0,0,0,0,0,1,0,0,28,0,1,0,118,0,10,0,0,0,0,0,0,0,0,2,0,70,5,3,0,2,0,0
3915,2021,Odisha,21,Sundargarh,373,Rourkela,0,3,0,0,0,0,94,111,0,,0,0,0,0,0,5,0,0,40,0,1,0,235,0,7,0,0,0,0,0,0,2,0,7,6,54,14,0,0,0,0,0
3916,2021,Odisha,21,Sambalpur,371,Sambalpur,0,4,0,0,0,0,193,82,0,,0,0,0,0,0,9,0,0,27,0,5,0,425,0,34,0,0,0,0,0,0,5,0,9,7,56,32,0,0,0,0,0
3917,2021,Odisha,21,Sonepur,372,Sonepur,1,4,0,0,0,0,35,29,0,,0,0,0,0,0,2,0,0,10,0,1,0,129,0,5,0,0,0,0,0,0,2,0,2,0,16,0,0,0,0,0,0
3918,2021,Odisha,21,Cuttack,350,Srp(Cuttack),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,2021,Odisha,21,Sundargarh,373,Srp(Rourkela),0,0,1,0,0,0,0,2,0,,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,2021,Odisha,21,Sundargarh,373,Sundargarh,0,1,0,0,0,0,65,65,0,,0,0,0,0,0,2,0,0,46,0,3,0,166,0,4,0,0,0,0,0,0,0,0,1,6,48,11,0,0,2,0,0
3921,2021,Punjab,3,Amritsar,27,Amritsar Rural,0,1,0,0,0,0,41,0,0,,11,0,0,0,0,0,0,0,27,70,4,0,26,0,2,0,0,0,0,0,0,0,0,15,0,25,9,0,0,0,0,0
3922,2021,Punjab,3,Barnala,605,Barnala,0,1,0,0,0,0,18,0,0,,28,0,0,0,1,0,0,0,7,38,0,9,9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,2021,Punjab,3,Gurdaspur,32,Batala,0,2,11,0,0,1,60,0,0,,14,0,0,0,0,0,0,0,10,30,3,0,22,0,0,0,0,0,0,0,0,0,0,6,0,12,4,0,0,0,0,0
3924,2021,Punjab,3,Bathinda,28,Bathinda,0,3,11,0,0,0,52,0,0,,0,0,0,0,3,0,0,0,33,57,0,0,26,1,2,8,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0
3925,2021,Punjab,3,Amritsar,27,Cp Amritsar,0,4,11,0,0,0,96,3,0,,14,0,0,0,3,0,0,0,21,70,1,0,37,1,3,0,0,0,0,0,0,0,0,0,2,19,7,0,0,0,0,0
3926,2021,Punjab,3,Jalandhar,34,Cp Jalandhar,0,4,5,0,1,0,146,3,0,,9,0,0,0,4,0,0,0,5,68,1,0,35,1,1,7,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0
3927,2021,Punjab,3,Ludhiana,36,Cp Ludhiana,0,6,14,0,0,0,161,0,0,,7,0,0,0,3,0,0,0,34,131,5,0,44,0,4,0,0,0,0,0,0,0,0,1,2,88,20,0,0,0,0,0
3928,2021,Punjab,3,Faridkot,29,Faridkot,0,2,4,0,0,0,33,0,0,,0,0,0,0,0,0,0,0,7,24,1,0,24,2,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0
3929,2021,Punjab,3,Fatehgarh Sahib,30,Fatehgarh Sahib,0,2,7,0,0,0,29,0,0,,0,0,0,0,0,0,0,0,6,49,0,0,17,1,2,0,0,0,0,3,0,0,0,0,0,10,5,0,0,0,0,0
3930,2021,Punjab,3,Fazilka,651,Fazilka,0,2,10,0,0,0,34,0,0,,4,0,0,0,3,0,0,0,61,50,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,41,13,0,0,0,0,0
3931,2021,Punjab,3,Patiala,41,Grp,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,2021,Punjab,3,Gurdaspur,32,Gurdaspur,0,4,5,0,0,0,63,1,0,,8,0,0,0,0,0,0,0,11,20,1,0,9,1,0,0,0,0,0,0,0,0,0,2,2,16,1,0,0,0,0,0
3933,2021,Punjab,3,Hoshiarpur,33,Hoshiarpur,0,5,15,0,0,0,98,1,0,,0,0,0,0,3,0,0,0,15,58,3,0,29,0,3,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0
3934,2021,Punjab,3,Jalandhar,34,Jalandhar Rural,3,4,8,1,0,0,55,2,0,,6,0,0,0,0,0,0,0,10,43,1,0,35,1,3,6,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0
3935,2021,Punjab,3,Kapurthala,35,Kapurthala,0,1,8,0,0,0,51,0,0,,13,0,0,0,0,0,0,0,12,26,1,0,32,0,1,0,0,0,0,0,0,0,0,1,0,14,2,0,0,0,0,0
3936,2021,Punjab,3,Ludhiana,36,Khanna,1,0,5,0,1,0,42,0,0,,2,0,0,0,0,0,0,0,7,30,1,0,13,0,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0
3937,2021,Punjab,3,Ludhiana,36,Ludhiana Rural,0,1,0,1,0,0,31,0,0,,31,0,0,0,0,0,0,0,10,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0
3938,2021,Punjab,3,Mansa,37,Mansa,0,6,5,0,1,0,19,0,0,,2,0,0,0,0,0,0,0,13,31,0,1,13,2,2,8,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0
3939,2021,Punjab,3,Moga,38,Moga,0,2,5,0,0,0,16,0,0,,2,0,0,0,2,1,0,0,6,16,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,15,6,0,0,0,0,0
3940,2021,Punjab,3,Sri Muktsar Sahib,39,Muktsar,0,2,7,0,0,0,14,1,1,,2,0,0,0,0,0,0,0,18,42,2,0,19,2,3,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0
3941,2021,Punjab,3,Pathankot,662,Pathankot,0,0,5,0,0,0,40,0,0,,6,0,0,0,0,0,0,0,10,21,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0
3942,2021,Punjab,3,Patiala,41,Patiala,0,4,22,0,0,0,133,0,0,,6,0,0,0,4,0,0,0,22,99,1,0,41,5,1,11,3,0,0,7,0,0,0,0,0,41,11,0,0,0,0,0
3943,2021,Punjab,3,Rupnagar,42,Ropar,0,1,3,0,0,0,41,0,0,,4,0,0,0,0,0,0,0,11,30,1,0,33,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0
3944,2021,Punjab,3,Sangrur,43,Sangrur,0,0,14,0,0,0,45,0,0,,9,0,0,0,0,0,0,0,18,35,1,0,23,0,3,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0
3945,2021,Punjab,3,Tarn Taran,609,Tarn Taran,0,4,7,1,0,0,29,0,0,,3,0,0,0,0,1,0,0,10,52,2,0,21,2,0,0,0,0,0,0,0,0,0,3,0,26,6,0,0,0,0,0
3946,2021,Punjab,3,S.A.S Nagar,608,Bureau Of Investigation,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0
3947,2021,Punjab,3,S.A.S Nagar,608,Intelligence Wing,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,2021,Punjab,3,S.A.S Nagar,608,Nri Wing,0,0,0,0,0,0,99,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,2021,Punjab,3,Amritsar,27,Special Task Force,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,2021,Punjab,3,Malerkotla,737,Malerkotla,0,0,2,0,0,0,33,0,0,,0,0,0,0,0,0,0,0,4,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
3951,2021,Rajasthan,8,Ajmer,86,Ajmer,2,15,12,0,0,0,1001,131,1,,23,2,0,0,121,0,0,0,177,1,37,52,610,7,11,48,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
3952,2021,Rajasthan,8,Alwar,87,Alwar,0,35,3,0,0,0,687,70,0,,50,0,0,0,40,0,0,0,232,1,110,56,303,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0,0
3953,2021,Rajasthan,8,Banswara,88,Banswara,0,0,10,0,0,0,241,143,0,,89,0,0,0,19,0,0,0,94,37,6,42,152,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3954,2021,Rajasthan,8,Baran,89,Baran,0,5,6,0,0,0,347,124,0,,30,0,0,0,4,0,0,0,85,11,13,45,231,2,1,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3955,2021,Rajasthan,8,Barmer,90,Barmer,5,33,8,0,0,0,439,0,0,,49,0,0,0,0,0,0,0,176,64,45,60,277,0,0,79,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3956,2021,Rajasthan,8,Bharatpur,91,Bharatpur,1,29,2,0,1,0,914,24,0,,34,0,1,0,94,0,0,0,266,2,141,37,103,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0
3957,2021,Rajasthan,8,Bhilwara,92,Bhilwara,0,11,10,0,0,0,792,81,0,,9,0,0,0,177,1,0,0,204,26,23,26,453,0,1,12,0,1,0,0,0,3,0,0,0,0,0,0,0,38,0,1
3958,2021,Rajasthan,8,Bikaner,93,Bikaner,0,15,10,0,0,0,493,41,0,,12,3,0,0,32,0,0,0,125,0,12,52,207,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
3959,2021,Rajasthan,8,Bundi,94,Bundi,0,1,2,0,0,0,298,28,0,,2,0,0,0,116,0,0,0,104,0,11,12,225,0,0,17,0,0,0,0,0,2,0,0,0,0,0,2,0,14,0,0
3960,2021,Rajasthan,8,Chittorgarh,95,Chittorgarh,0,4,8,0,0,0,512,109,0,,5,1,0,0,86,0,0,0,85,5,4,30,176,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,2,36,0,0
3961,2021,Rajasthan,8,Churu,96,Churu,0,9,5,0,0,0,468,19,0,,12,0,0,0,71,0,0,0,128,0,13,35,86,0,0,10,0,1,0,0,0,0,0,0,0,0,0,3,0,23,0,0
3962,2021,Rajasthan,8,Dausa,97,Dausa,0,10,5,0,0,0,338,12,0,,7,0,0,0,101,0,0,0,124,0,22,17,61,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0
3963,2021,Rajasthan,8,Dholpur,98,Dholpur,0,25,2,0,0,0,319,36,0,,12,0,0,0,53,0,0,0,75,3,38,28,98,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3964,2021,Rajasthan,8,Dungarpur,99,Dungarpur,0,4,4,0,0,0,119,0,0,,0,0,0,0,243,0,0,0,58,0,1,43,116,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3965,2021,Rajasthan,8,Ajmer,86,Grp Ajmer,0,1,2,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,2021,Rajasthan,8,Jodhpur,107,Grp Jodhpur,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,2021,Rajasthan,8,Ganganagar,100,Ganganagar,1,8,7,0,0,0,702,110,0,,6,0,0,0,59,0,0,0,147,15,16,46,224,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0
3968,2021,Rajasthan,8,Hanumangarh,101,Hanumangarh,1,8,6,1,0,0,621,54,0,,4,1,3,0,27,0,0,0,131,1,18,67,168,4,2,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3969,2021,Rajasthan,8,Jaipur,102,Jaipur East,2,8,2,0,1,0,246,93,0,,7,2,0,0,5,0,0,0,99,1,8,26,208,3,3,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3970,2021,Rajasthan,8,Jaipur,102,Jaipur North,0,12,1,0,0,0,299,21,0,,5,0,0,0,30,0,0,0,69,0,5,18,79,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
3971,2021,Rajasthan,8,Jaipur,102,Jaipur Rural,1,18,7,0,0,0,413,26,0,,15,0,0,0,81,0,0,0,120,0,13,39,154,7,1,16,0,0,0,0,0,0,0,1,0,0,0,2,0,13,0,1
3972,2021,Rajasthan,8,Jaipur,102,Jaipur South,0,5,5,0,0,0,265,22,0,,0,0,0,0,68,0,0,0,103,0,3,25,114,0,0,26,0,0,0,0,0,1,0,1,0,0,0,3,0,12,0,0
3973,2021,Rajasthan,8,Jaipur,102,Jaipur West,0,9,3,0,1,0,390,48,0,,3,0,0,0,97,0,0,0,126,0,10,36,122,0,3,12,1,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0
3974,2021,Rajasthan,8,Jaisalmer,103,Jaisalmer,0,7,2,0,0,0,75,2,0,,5,0,0,0,3,0,0,0,14,14,8,6,109,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3975,2021,Rajasthan,8,Jalore,104,Jalore,0,9,3,0,0,0,210,52,0,,24,0,0,0,13,0,0,0,78,1,8,15,273,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,2021,Rajasthan,8,Jhalawar,105,Jhalawar,0,6,9,0,0,0,434,172,0,,15,0,0,0,5,0,0,0,123,1,13,39,198,1,4,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,2021,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,0,14,2,0,0,0,592,50,0,,28,0,0,0,60,0,0,0,104,0,13,31,107,0,2,19,0,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0
3978,2021,Rajasthan,8,Jodhpur,107,Jodhpur East,0,6,1,0,0,0,175,17,0,,0,0,0,0,30,0,0,0,67,0,1,6,201,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0
3979,2021,Rajasthan,8,Jodhpur,107,Jodhpur West,0,6,0,0,0,0,176,48,0,,1,1,0,0,19,0,0,0,51,0,3,37,168,0,14,20,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3980,2021,Rajasthan,8,Jodhpur,107,Jodhpur Rural,0,17,2,0,0,0,243,11,0,,0,0,0,0,58,1,0,0,74,0,12,40,147,4,2,31,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0
3981,2021,Rajasthan,8,Karauli,108,Karauli,0,21,1,0,0,0,313,29,0,,17,0,0,0,71,0,0,0,108,0,70,30,150,0,0,11,0,0,0,0,0,1,0,10,0,0,0,1,0,7,0,0
3982,2021,Rajasthan,8,Kota,109,Kota City,0,3,5,0,0,1,379,113,0,,4,0,0,0,0,0,0,0,137,0,5,31,200,0,3,46,3,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0
3983,2021,Rajasthan,8,Kota,109,Kota Rural,0,7,1,0,0,0,206,55,0,,7,0,0,0,42,0,0,0,81,1,5,17,203,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
3984,2021,Rajasthan,8,Nagaur,110,Nagaur,1,10,7,0,0,0,672,104,0,,33,0,1,0,21,0,0,0,133,1,46,50,257,0,0,33,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
3985,2021,Rajasthan,8,Pali,111,Pali,0,12,5,0,0,0,676,55,0,,37,0,0,0,119,0,0,0,144,3,11,30,314,2,0,14,0,0,0,3,0,0,0,2,0,0,0,0,0,29,0,0
3986,2021,Rajasthan,8,Pratapgarh,629,Pratapgarh,0,8,6,0,0,0,239,111,0,,49,0,0,0,2,0,0,0,172,4,18,43,203,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
3987,2021,Rajasthan,8,Rajsamand,112,Rajsamand,0,8,1,0,0,0,280,119,0,,3,0,0,0,24,0,0,0,68,1,9,33,159,0,2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3988,2021,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,0,6,2,0,0,0,282,18,0,,40,0,0,0,2,0,0,0,86,5,25,31,214,13,0,23,0,0,0,0,1,0,0,1,0,0,0,6,1,22,0,0
3989,2021,Rajasthan,8,Sikar,114,Sikar,0,12,3,0,0,0,597,99,0,,9,0,0,0,81,0,0,0,164,2,46,33,139,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
3990,2021,Rajasthan,8,Sirohi,115,Sirohi,0,6,4,0,0,0,235,37,0,,6,0,0,0,16,0,0,0,78,9,24,35,161,0,2,12,0,0,0,0,0,0,0,1,3,0,0,4,13,0,0,0
3991,2021,Rajasthan,8,Tonk,116,Tonk,0,8,6,0,0,0,257,75,0,,8,0,0,0,64,0,0,0,63,0,18,27,88,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
3992,2021,Rajasthan,8,Udaipur,117,Udaipur,0,8,12,0,0,0,542,330,0,,37,1,0,0,13,0,0,0,222,15,18,104,402,4,5,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,2021,Rajasthan,8,Jaipur,102,Jaipur Metro,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,2021,Rajasthan,8,Jaipur,102,Scrb,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3995,2021,Rajasthan,8,Jaipur,102,Sog,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,2021,Rajasthan,8,Jaipur,102,Ssb,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,2021,Rajasthan,8,Jaipur,102,Jaipur Crime,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,2021,Rajasthan,8,Khairthal-Tijara,770,Bhiwadi,0,12,1,0,0,0,462,69,0,,52,0,1,0,50,1,0,0,187,2,36,22,186,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,21,0,0
3999,2021,Sikkim,11,Gangtok,225,East,1,0,2,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,4,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0
4000,2021,Sikkim,11,Mangan,226,North,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0
4001,2021,Sikkim,11,Namchi,227,South,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,10,1,0,0,0,0
4002,2021,Sikkim,11,Gyalshing,228,West,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0
4003,2021,Sikkim,11,Gangtok,225,Cid,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,2021,Tamil Nadu,33,Ariyalur,610,Ariyalur,0,0,6,0,0,0,4,2,0,,1,0,3,0,0,0,0,0,14,1,0,0,8,0,0,0,2,0,0,0,0,0,0,3,0,70,17,13,0,0,0,0
4005,2021,Tamil Nadu,33,Chennai,568,Chennai,0,1,18,0,1,1,95,9,0,,2,0,4,0,3,0,0,0,45,5,1,0,146,0,10,0,16,0,53,11,2,0,0,19,0,285,111,32,1,0,0,0
4006,2021,Tamil Nadu,33,Coimbatore,569,Coimbatore,0,0,6,0,0,0,16,0,0,,0,0,1,0,0,0,0,0,8,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,123,24,1,0,0,0,0
4007,2021,Tamil Nadu,33,Coimbatore,569,Coimbatore City,0,0,0,0,0,0,23,4,0,,0,0,0,0,0,0,0,0,12,2,1,0,10,0,3,0,0,27,0,0,0,28,0,0,0,52,28,0,0,0,0,0
4008,2021,Tamil Nadu,33,Cuddalore,570,Cuddalore,0,5,11,0,0,0,36,0,0,,81,0,0,0,0,0,0,0,27,0,0,0,23,0,0,0,0,0,0,0,0,5,0,0,3,136,40,0,0,0,0,0
4009,2021,Tamil Nadu,33,Dharmapuri,571,Dharmapuri,0,2,10,0,0,0,14,9,0,,4,0,0,0,0,0,0,0,6,4,1,0,18,0,2,0,0,4,0,1,0,1,0,1,0,71,7,3,0,0,0,0
4010,2021,Tamil Nadu,33,Dindigul,572,Dindigul,0,0,5,0,0,0,34,4,0,,1,0,3,0,0,0,0,0,5,0,1,0,40,0,0,0,2,0,0,0,0,13,0,3,0,99,24,6,3,0,0,0
4011,2021,Tamil Nadu,33,Erode,573,Erode,0,0,2,0,0,0,7,1,0,,1,0,0,0,2,0,0,0,5,3,0,0,12,0,0,0,2,12,0,0,0,0,0,1,0,106,13,0,0,0,0,0
4012,2021,Tamil Nadu,33,Kanchipuram,574,Kanchipuram,0,0,13,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,28,3,2,0,0,0,0
4013,2021,Tamil Nadu,33,Kanniyakumari,575,Kanyakumari,0,0,5,0,0,0,4,0,0,,33,0,0,0,0,0,0,0,9,0,0,0,32,0,1,0,88,0,0,0,0,0,0,1,0,68,17,6,1,0,0,0
4014,2021,Tamil Nadu,33,Karur,576,Karur,0,0,3,0,0,0,15,0,0,,3,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,4,46,7,1,0,0,0,0
4015,2021,Tamil Nadu,33,Krishnagiri,577,Krishnagiri,0,0,5,0,0,0,5,0,0,,2,0,0,0,0,0,0,0,7,11,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,76,10,2,0,0,0,0
4016,2021,Tamil Nadu,33,Madurai,578,Madurai,0,2,6,0,0,0,52,0,0,,6,0,2,0,0,0,0,0,13,0,2,0,30,0,0,0,12,0,0,6,0,0,0,5,0,89,20,1,4,0,0,0
4017,2021,Tamil Nadu,33,Madurai,578,Madurai City,0,1,1,0,0,0,89,0,0,,1,0,0,0,1,0,0,0,9,1,0,0,22,0,1,0,0,28,0,0,0,0,0,3,0,99,16,0,0,0,0,0
4018,2021,Tamil Nadu,33,Nagapattinam,579,Nagapattinam,1,0,1,0,0,0,7,3,0,,8,0,4,0,0,0,0,0,16,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,86,13,4,2,0,0,0
4019,2021,Tamil Nadu,33,Namakkal,580,Namakkal,1,0,9,0,0,0,13,0,0,,6,0,0,0,0,0,0,0,4,6,0,0,31,0,0,0,0,0,0,0,1,16,0,3,0,126,12,7,0,1,0,0
4020,2021,Tamil Nadu,33,The Nilgiris,587,Nilgiris,0,0,3,0,0,0,2,1,0,,0,0,0,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,62,0,0,0,16,0,0
4021,2021,Tamil Nadu,33,Perambalur,581,Perambalur,0,0,1,0,0,0,7,0,0,,0,0,0,0,2,0,0,0,2,0,1,0,19,0,0,0,3,0,0,0,0,0,0,0,0,36,7,7,0,1,0,0
4022,2021,Tamil Nadu,33,Pudukkottai,582,Pudukottai,0,1,10,3,0,0,21,0,0,,7,0,0,0,0,0,0,0,8,0,2,0,57,0,2,0,6,0,0,0,0,0,0,0,0,52,18,0,0,0,0,0
4023,2021,Tamil Nadu,33,Ramanathapuram,583,Ramnathapuram,0,1,0,0,0,0,7,5,0,,2,0,0,0,2,0,0,0,8,2,0,0,23,0,0,0,20,0,0,0,0,0,0,0,0,70,25,12,0,0,0,0
4024,2021,Tamil Nadu,33,Chennai,568,Railway Chennai,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
